NM,DATE(GAME),OPP,PITCHER,DEC,IP,BF,NP,H,HR,SO,R,ER,BB,IBB,HBP,AO,GO,ERA,CG,SHO,NBB,BS,NP2,S,SB,WP,BK,PO,A,DP,TP,E,PK,Unnamed: 34,DATE,GAME,WHIP
廖乙忠,05/13(45),富邦,先發,"
															敗
															
						",5.333332999999999,23.0,75.0,7,2,4,4,4,1,0.0,0.0,8.0,3.0,7.48,0.0,0.0,0.0,0.0,75.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-13,45,
伍鐸,05/13(45),中信兄弟,先發,"
															勝
															
						",6.0,24.0,97.0,5,1,8,3,2,1,0.0,0.0,4.0,6.0,7.71,0.0,0.0,0.0,0.0,97.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-13,45,
尼寇力,05/13(44),統一7-ELEVEn,先發,"
															敗
															
						",3.3333330000000005,22.0,79.0,7,1,4,8,6,1,0.0,2.0,1.0,7.0,6.48,0.0,0.0,0.0,0.0,79.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-13,44,
歐書誠,05/13(45),中信兄弟,後援,"
																								無
															
															
						",1.0,4.0,12.0,1,0,1,0,0,0,0.0,0.0,0.0,2.0,0.00,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-13,45,
李振昌,05/14(46),富邦,後援,"
																								無
															
															
						",1.0,6.0,23.0,3,0,1,2,2,0,0.0,0.0,1.0,1.0,7.94,0.0,0.0,0.0,0.0,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-14,46,
黃恩賜,05/14(46),富邦,先發,"
															勝
															
						",7.0,28.0,100.0,6,1,7,3,3,1,0.0,0.0,5.0,9.0,4.50,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-14,46,
謝榮豪,05/14(46),富邦,中繼,"
																								無
															
															
						",1.0,4.0,12.0,1,0,0,0,0,0,0.0,0.0,2.0,1.0,4.00,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-14,46,
楊彬,05/14(46),中信兄弟,後援,"
																								無
															
															
						",5.666666000000001,25.0,91.0,8,1,6,5,5,1,0.0,0.0,6.0,4.0,7.94,0.0,0.0,0.0,0.0,91.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-14,46,
陳仕朋,05/14(46),中信兄弟,先發,"
															敗
															
						",3.3333330000000005,20.0,78.0,10,1,1,6,6,0,0.0,0.0,3.0,6.0,5.53,0.0,0.0,0.0,0.0,78.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-14,46,
陳韻文,05/15(47),中信兄弟,後援,"
																								救援成功
															
															
						",1.0,3.0,18.0,0,0,2,0,0,0,0.0,0.0,1.0,0.0,1.64,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,47,
林羿豪,05/15(48),樂天,中繼,"
																								中繼成功
															
															
						",1.3333330000000003,6.0,19.0,1,0,2,0,0,0,0.0,1.0,0.0,2.0,2.45,0.0,0.0,0.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
王尉永,05/15(48),樂天,中繼,"
																								無
															
															
						",1.0,6.0,22.0,2,0,0,1,1,1,0.0,0.0,3.0,0.0,7.94,0.0,0.0,0.0,0.0,22.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
王躍霖,05/15(48),富邦,後援,"
																								救援成功
															
															
						",1.0,3.0,8.0,0,0,0,0,0,0,0.0,0.0,2.0,1.0,2.77,0.0,0.0,0.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
陳禹勳,05/15(48),富邦,中繼,"
															勝
															
						",1.3333330000000003,4.0,20.0,0,0,1,0,0,0,0.0,0.0,1.0,2.0,4.50,0.0,0.0,0.0,0.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
黃子鵬,05/15(48),富邦,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,3.0,6.0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,2.84,0.0,0.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
卡本特,05/15(48),富邦,先發,"
																								無
															
															
						",7.0,30.0,100.0,9,1,5,6,6,1,0.0,1.0,7.0,7.0,3.55,0.0,0.0,0.0,0.0,100.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
鄭鈞仁,05/15(47),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,3.0,12.0,1,0,1,0,0,0,0.0,0.0,0.0,1.0,7.24,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,47,
費爾本,05/15(47),中信兄弟,先發,"
															勝
															
						",6.0,27.0,102.0,6,0,6,1,0,3,0.0,0.0,8.0,4.0,4.50,0.0,0.0,0.0,0.0,102.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,47,
米蘭達,05/15(47),統一7-ELEVEn,先發,"
															敗
															
						",7.0,29.0,110.0,7,1,8,2,2,2,0.0,0.0,6.0,6.0,2.08,0.0,0.0,0.0,0.0,110.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,47,
索沙,05/15(48),樂天,先發,"
																								無
															
															
						",5.666666000000001,27.0,106.0,10,1,10,5,5,0,0.0,0.0,1.0,6.0,6.83,0.0,0.0,0.0,0.0,106.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
陳鴻文,05/15(48),樂天,後援,"
															敗
															
						",2.0,8.0,30.0,2,1,3,1,1,0,0.0,0.0,2.0,1.0,2.70,0.0,0.0,0.0,0.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,48,
蔡齊哲,05/15(47),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,4.0,16.0,1,0,1,0,0,0,0.0,0.0,1.0,1.0,2.16,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,47,
黃竣彥,05/15(47),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,5.0,24.0,1,0,2,0,0,1,0.0,0.0,0.0,1.0,3.50,0.0,0.0,0.0,0.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-15,47,
吳俊偉,05/16(49),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,6.0,23.0,1,0,1,1,1,1,0.0,1.0,2.0,0.0,4.76,0.0,0.0,0.0,0.0,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
林煜清,05/16(49),中信兄弟,中繼,"
																								無
															
															
						",0.6666660000000001,3.0,15.0,0,0,2,0,0,1,0.0,0.0,0.0,0.0,6.14,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
鄭凱文,05/16(49),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,3.0,13.0,0,0,1,0,0,0,0.0,0.0,2.0,0.0,5.91,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
劉軒荅,05/16(49),中信兄弟,中繼,"
																								無
															
															
						",1.3333330000000003,6.0,23.0,1,0,0,1,1,1,0.0,0.0,4.0,0.0,5.82,0.0,0.0,0.0,0.0,23.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
羅里奇,05/16(49),中信兄弟,先發,"
															敗
															
						",5.0,25.0,98.0,8,1,3,5,5,2,0.0,0.0,3.0,9.0,11.08,0.0,0.0,0.0,0.0,98.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
傅于剛,05/16(49),中信兄弟,後援,"
																								無
															
															
						",1.0,5.0,18.0,2,0,2,0,0,0,0.0,0.0,0.0,1.0,9.00,0.0,0.0,0.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
德保拉,05/16(49),統一7-ELEVEn,先發,"
															勝
															
						",7.0,25.0,109.0,4,1,12,1,1,0,0.0,0.0,1.0,8.0,5.45,0.0,0.0,0.0,0.0,109.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
林航,05/16(49),中信兄弟,中繼,"
																								無
															
															
						",1.0,8.0,27.0,5,0,0,3,2,0,0.0,0.0,1.0,2.0,12.19,0.0,0.0,0.0,0.0,27.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-16,49,
林威志,05/17(51),中信兄弟,中繼,"
																								無
															
															
						",2.0,8.0,22.0,1,0,1,1,1,0,0.0,0.0,4.0,2.0,4.50,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
萊福力,05/17(51),統一7-ELEVEn,先發,"
															勝
															
						",5.0,23.0,90.0,6,0,4,4,4,3,0.0,1.0,5.0,4.0,7.20,0.0,0.0,0.0,0.0,90.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
林煜清,05/17(51),中信兄弟,中繼,"
																								無
															
															
						",1.0,7.0,30.0,4,2,1,4,4,0,0.0,0.0,2.0,0.0,9.72,0.0,0.0,0.0,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
洪聖欽,05/17(52),富邦,後援,"
																								無
															
															
						",1.3333330000000003,7.0,32.0,1,0,1,0,0,2,0.0,0.0,2.0,1.0,0.00,0.0,0.0,0.0,0.0,32.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,52,
蔡齊哲,05/17(51),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.6666660000000001,4.0,23.0,1,0,1,0,0,1,0.0,0.0,1.0,0.0,2.08,0.0,0.0,0.0,0.0,23.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
陳柏豪,05/17(51),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,6.0,28.0,3,0,1,1,1,0,0.0,0.0,1.0,1.0,10.50,0.0,0.0,0.0,0.0,28.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
官大元,05/17(51),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.6666660000000001,5.0,20.0,3,1,0,2,2,0,0.0,0.0,1.0,1.0,27.00,0.0,0.0,0.0,0.0,20.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
彭識穎,05/17(51),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.6666660000000001,7.0,28.0,2,0,0,2,0,2,0.0,0.0,1.0,2.0,3.97,0.0,0.0,0.0,0.0,28.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
翁瑋均,05/17(52),富邦,中繼,"
																								無
															
															
						",1.6666659999999998,9.0,29.0,4,2,2,3,3,0,0.0,0.0,2.0,1.0,6.85,0.0,0.0,0.0,0.0,29.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,52,
黃子鵬,05/17(52),富邦,中繼,"
																								無
															
															
						",0.0,3.0,14.0,2,0,0,3,3,1,0.0,0.0,0.0,0.0,4.97,0.0,0.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,52,
施子謙,05/17(51),中信兄弟,先發,"
															敗
															
						",4.0,21.0,58.0,9,2,0,8,8,0,0.0,0.0,6.0,6.0,6.23,0.0,0.0,0.0,0.0,58.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
陳鴻文,05/17(52),樂天,後援,"
																								無
															
															
						",1.0,8.0,32.0,5,0,1,4,4,0,0.0,0.0,0.0,2.0,5.02,0.0,0.0,0.0,0.0,32.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,52,
李振昌,05/17(51),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,3.0,12.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,7.30,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
劉軒荅,05/17(51),中信兄弟,中繼,"
																								無
															
															
						",1.0,8.0,42.0,3,0,1,3,3,2,0.0,0.0,1.0,1.0,7.00,0.0,0.0,0.0,0.0,42.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
林羿豪,05/17(52),樂天,中繼,"
																								無
															
															
						",1.0,6.0,27.0,2,0,0,1,1,1,0.0,0.0,1.0,2.0,3.00,0.0,0.0,0.0,0.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,52,
鄭鈞仁,05/17(51),中信兄弟,後援,"
																								無
															
															
						",1.0,6.0,15.0,2,1,1,3,3,0,0.0,1.0,0.0,2.0,8.59,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,51,
羅力,05/17(52),樂天,先發,"
															勝
															
						",7.0,28.0,97.0,6,1,4,2,2,0,0.0,1.0,8.0,9.0,2.57,0.0,0.0,0.0,0.0,97.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,52,
霸能,05/17(52),富邦,先發,"
															敗
															
						",5.0,24.0,90.0,8,0,3,3,3,2,0.0,0.0,3.0,8.0,4.45,0.0,0.0,0.0,0.0,90.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-17,52,
林威志,05/24(61),樂天,中繼,"
																								無
															
															
						",0.0,2.0,13.0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,4.50,0.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
蘇俊璋,05/24(61),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,4.0,15.0,2,0,2,0,0,0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,0.0,0.0,15.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
黃竣彥,05/24(61),樂天,中繼,"
																								中繼成功
															
															
						",1.0,6.0,25.0,1,0,2,0,0,1,0.0,0.0,1.0,1.0,3.32,0.0,0.0,0.0,0.0,25.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
萊福力,05/24(60),富邦,中繼,"
																								無
															
															
						",1.0,5.0,24.0,2,0,2,1,1,0,0.0,0.0,0.0,1.0,7.50,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
陳柏豪,05/24(60),富邦,中繼,"
																								無
															
															
						",1.0,4.0,17.0,1,0,2,0,0,0,0.0,0.0,0.0,1.0,9.00,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
陳鴻文,05/24(60),中信兄弟,後援,"
																								無
															
															
						",1.0,5.0,20.0,2,0,1,0,0,0,0.0,0.0,2.0,0.0,4.70,0.0,0.0,0.0,0.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
王躍霖,05/24(61),統一7-ELEVEn,後援,"
																								無
															
															
						",1.0,3.0,14.0,0,0,1,0,0,0,0.0,0.0,1.0,1.0,2.57,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
米蘭達,05/24(60),富邦,先發,"
															敗
															
						",5.0,22.0,81.0,4,3,4,6,4,1,0.0,1.0,5.0,7.0,2.66,0.0,0.0,0.0,0.0,81.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
江國謙,05/24(61),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",0.33333300000000005,1.0,5.0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,8.10,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
鄭凱文,05/24(60),富邦,中繼,"
																								無
															
															
						",1.0,4.0,18.0,0,0,1,0,0,1,0.0,0.0,1.0,1.0,5.40,0.0,0.0,0.0,0.0,18.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
鄭鈞仁,05/24(61),樂天,中繼,"
																								中繼成功
															
															
						",1.6666659999999998,4.0,16.0,0,0,1,0,0,1,0.0,0.0,0.0,2.0,7.71,0.0,0.0,0.0,0.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
郭恆孝,05/24(61),樂天,中繼,"
																								無
															
															
						",0.33333300000000005,4.0,13.0,2,0,0,2,1,0,0.0,0.0,0.0,2.0,27.00,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
劉軒荅,05/24(61),樂天,中繼,"
															勝
															
						",1.3333330000000003,5.0,14.0,1,0,0,0,0,0,0.0,0.0,2.0,2.0,6.52,0.0,0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
王溢正,05/24(61),統一7-ELEVEn,中繼,"
															敗
															
						",1.0,7.0,30.0,2,0,1,3,3,2,0.0,0.0,2.0,0.0,4.00,0.0,0.0,0.0,0.0,30.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
陳禹勳,05/24(61),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,5.0,13.0,2,1,1,1,1,0,0.0,0.0,2.0,0.0,4.91,0.0,0.0,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
索沙,05/24(60),中信兄弟,先發,"
															勝
															
						",7.0,27.0,99.0,6,1,5,1,1,1,0.0,1.0,5.0,9.0,5.71,0.0,0.0,0.0,0.0,99.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
林羿豪,05/24(60),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,32.0,1,1,3,2,2,1,0.0,0.0,0.0,0.0,4.15,0.0,0.0,0.0,0.0,32.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
卡本特,05/24(61),統一7-ELEVEn,先發,"
																								無
															
															
						",4.666666000000001,25.0,115.0,7,0,8,3,0,2,0.0,2.0,0.0,6.0,3.11,0.0,0.0,0.0,0.0,115.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
達尼爾,05/24(61),樂天,先發,"
																								無
															
															
						",3.6666660000000006,19.0,69.0,9,0,0,3,3,0,0.0,0.0,1.0,9.0,7.36,0.0,0.0,0.0,0.0,69.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
陳韻文,05/24(61),樂天,後援,"
																								救援成功
															
															
						",1.0,3.0,12.0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,1.50,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,61,
謝榮豪,05/24(60),富邦,後援,"
																								無
															
															
						",1.0,5.0,17.0,2,0,0,0,0,0,0.0,0.0,1.0,2.0,3.60,0.0,0.0,0.0,0.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-24,60,
羅里奇,05/27(63),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.3333330000000003,5.0,13.0,1,0,0,1,1,0,0.0,0.0,2.0,2.0,10.67,0.0,0.0,0.0,0.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
官大元,05/27(63),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.33333300000000005,6.0,26.0,2,0,1,3,1,2,0.0,0.0,1.0,0.0,27.00,0.0,0.0,0.0,0.0,26.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
羅力,05/27(64),樂天,先發,"
															勝
															
						",7.0,29.0,100.0,6,0,10,2,2,0,0.0,1.0,7.0,5.0,2.57,0.0,0.0,0.0,0.0,100.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,64,
李振昌,05/27(63),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,5.0,18.0,0,0,1,0,0,1,0.0,1.0,2.0,0.0,6.75,0.0,0.0,0.0,0.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
劉軒荅,05/27(63),中信兄弟,中繼,"
															敗
															
						",0.33333300000000005,8.0,28.0,3,0,1,4,3,2,0.0,1.0,0.0,1.0,7.78,0.0,0.0,0.0,0.0,28.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
林羿豪,05/27(64),樂天,中繼,"
																								中繼成功
															
															
						",1.0,3.0,11.0,0,0,1,0,0,0,0.0,0.0,0.0,2.0,3.86,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,64,
尼寇力,05/27(64),富邦,先發,"
																								無
															
															
						",6.0,24.0,100.0,4,1,8,1,1,2,0.0,0.0,7.0,3.0,5.16,0.0,0.0,0.0,0.0,100.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,64,
黃恩賜,05/27(63),統一7-ELEVEn,先發,"
																								無
															
															
						",4.333332999999999,22.0,80.0,8,1,1,7,2,0,0.0,1.0,3.0,9.0,4.45,0.0,0.0,0.0,0.0,80.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
蔡齊哲,05/27(63),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.0,3.0,15.0,0,0,0,0,0,0,0.0,0.0,1.0,2.0,1.96,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
蘇俊璋,05/27(64),富邦,中繼,"
															敗
															
						",0.6666660000000001,5.0,16.0,2,0,2,2,2,1,0.0,0.0,0.0,0.0,5.00,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,64,
鄭鈞仁,05/27(63),中信兄弟,中繼,"
																								中繼成功
															
															
						",0.6666660000000001,4.0,10.0,2,0,0,1,1,0,0.0,0.0,2.0,0.0,7.94,0.0,0.0,0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
鄭凱文,05/27(63),統一7-ELEVEn,中繼,"
																								無
															
															
						",1.3333330000000003,7.0,22.0,1,0,1,0,0,1,0.0,1.0,3.0,0.0,4.85,0.0,0.0,0.0,0.0,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
吳俊偉,05/27(63),統一7-ELEVEn,中繼,"
																								中繼成功
															
															
						",1.0,4.0,17.0,0,0,0,0,0,1,0.0,0.0,1.0,2.0,4.38,0.0,0.0,0.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
傅于剛,05/27(63),中信兄弟,中繼,"
																								中繼成功
															
															
						",1.0,5.0,35.0,0,0,0,0,0,2,0.0,0.0,2.0,1.0,7.50,0.0,0.0,0.0,0.0,35.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
陳韻文,05/27(63),中信兄弟,中繼,"
																								中繼成功
															
															
						",2.0,6.0,18.0,0,0,2,0,0,0,0.0,0.0,1.0,3.0,1.29,0.0,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
彭識穎,05/27(63),統一7-ELEVEn,後援,"
																								救援成功
															
															
						",0.6666660000000001,1.0,5.0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,3.75,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
謝榮豪,05/27(63),統一7-ELEVEn,中繼,"
															勝
															
						",1.0,5.0,22.0,0,0,0,0,0,2,0.0,0.0,2.0,1.0,3.27,0.0,0.0,0.0,0.0,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
黃竣彥,05/27(63),中信兄弟,中繼,"
																								無
															
															
						",1.0,5.0,24.0,1,0,1,1,1,1,0.0,0.0,1.0,1.0,3.60,0.0,0.0,0.0,1.0,24.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
黃子鵬,05/27(64),富邦,後援,"
																								無
															
															
						",1.3333330000000003,6.0,24.0,1,1,3,2,2,1,0.0,0.0,1.0,0.0,5.79,0.0,0.0,0.0,0.0,24.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,64,
陳鴻文,05/27(64),樂天,後援,"
																								救援成功
															
															
						",1.0,5.0,30.0,1,0,1,0,0,1,0.0,0.0,1.0,1.0,4.41,0.0,0.0,0.0,0.0,30.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,64,
陳柏豪,05/27(63),統一7-ELEVEn,中繼,"
																								無
															
															
						",0.33333300000000005,2.0,6.0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,8.59,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-05-27,63,
